Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y
2297,222839.82,-5.0273,21.625,78.64,78.64,0.67,0.67,77.97,77.97,78.64→0.67 (Δ=77.97),78.64→0.67 (Δ=77.97),65.85,253.98
2298,221798.77,-4.5086,21.8102,78.63,78.63,0.66,0.66,77.97,77.97,78.63→0.66 (Δ=77.97),78.63→0.66 (Δ=77.97),65.85,253.98
2299,221650.21,-4.8393,21.9414,77.33,77.33,0.64,0.64,76.69,76.69,77.33→0.64 (Δ=76.69),77.33→0.64 (Δ=76.69),65.85,253.98
2300,221099.29,-4.9988,21.8374,76.68,76.68,1.28,1.28,75.4,75.4,76.68→1.28 (Δ=75.40),76.68→1.28 (Δ=75.40),65.85,253.98
2301,221122.25,-4.8007,22.1654,77.53,77.53,0.44,0.44,77.09,77.09,77.53→0.44 (Δ=77.09),77.53→0.44 (Δ=77.09),65.85,253.98
2302,220526.85,-4.8825,22.0314,76.94,76.94,1.02,1.02,75.92,75.92,76.94→1.02 (Δ=75.92),76.94→1.02 (Δ=75.92),65.85,253.98
2303,221384.5,-5.472,22.2007,77.84,77.84,0.13,0.13,77.7,77.7,77.84→0.13 (Δ=77.70),77.84→0.13 (Δ=77.70),65.85,253.98
2304,221170.99,-5.0311,21.9986,78.54,78.54,0.58,0.58,77.97,77.97,78.54→0.58 (Δ=77.97),78.54→0.58 (Δ=77.97),65.85,253.98
2305,220883.26,-5.2003,22.2144,77.91,77.91,0.05,0.05,77.86,77.86,77.91→0.05 (Δ=77.86),77.91→0.05 (Δ=77.86),65.85,253.98
2306,221418.0,-5.0433,22.2343,79.82,79.82,1.85,1.85,77.97,77.97,79.82→1.85 (Δ=77.97),79.82→1.85 (Δ=77.97),65.85,253.98
2307,221515.61,-5.0266,22.0161,80.01,80.01,2.04,2.04,77.97,77.97,80.01→2.04 (Δ=77.97),80.01→2.04 (Δ=77.97),65.85,253.98
2308,221741.59,-5.4422,22.4178,80.68,80.68,2.71,2.71,77.97,77.97,80.68→2.71 (Δ=77.97),80.68→2.71 (Δ=77.97),65.85,253.98
2309,221048.89,-4.8852,22.3711,80.54,80.54,2.57,2.57,77.97,77.97,80.54→2.57 (Δ=77.97),80.54→2.57 (Δ=77.97),65.85,253.98
2310,220678.3,-5.0839,22.1264,78.61,78.61,0.65,0.65,77.97,77.97,78.61→0.65 (Δ=77.97),78.61→0.65 (Δ=77.97),65.85,253.98
2311,220473.26,-4.6868,22.0643,79.32,79.32,1.35,1.35,77.97,77.97,79.32→1.35 (Δ=77.97),79.32→1.35 (Δ=77.97),65.85,253.98
2312,220176.96,-4.4965,21.9296,77.91,77.91,0.06,0.06,77.85,77.85,77.91→0.06 (Δ=77.85),77.91→0.06 (Δ=77.85),65.85,253.98
2313,220707.82,-4.5849,22.057,80.96,80.96,2.99,2.99,77.97,77.97,80.96→2.99 (Δ=77.97),80.96→2.99 (Δ=77.97),65.85,253.98
2314,220575.59,-4.8172,21.863,79.86,79.86,1.89,1.89,77.97,77.97,79.86→1.89 (Δ=77.97),79.86→1.89 (Δ=77.97),65.85,253.98
2315,220980.67,-4.5957,22.6631,77.39,77.39,0.58,0.58,76.82,76.82,77.39→0.58 (Δ=76.82),77.39→0.58 (Δ=76.82),65.85,253.98
2316,220427.52,-5.1018,22.3327,79.05,79.05,1.09,1.09,77.97,77.97,79.05→1.09 (Δ=77.97),79.05→1.09 (Δ=77.97),65.85,253.98
2317,221562.39,-5.2336,22.7758,80.02,80.02,2.05,2.05,77.97,77.97,80.02→2.05 (Δ=77.97),80.02→2.05 (Δ=77.97),65.85,253.98
2318,221808.06,-5.0792,22.2789,76.97,76.97,1.0,1.0,75.97,75.97,76.97→1.00 (Δ=75.97),76.97→1.00 (Δ=75.97),65.85,253.98
2319,222653.76,-5.5673,22.0714,77.51,77.51,0.46,0.46,77.04,77.04,77.51→0.46 (Δ=77.04),77.51→0.46 (Δ=77.04),65.85,253.98
2320,222210.2,-5.7028,21.7789,77.26,77.26,0.71,0.71,76.55,76.55,77.26→0.71 (Δ=76.55),77.26→0.71 (Δ=76.55),65.85,253.98
2321,222969.3,-6.0503,22.2541,78.95,78.95,0.98,0.98,77.97,77.97,78.95→0.98 (Δ=77.97),78.95→0.98 (Δ=77.97),65.85,253.98
2322,222616.8,-6.0055,21.9252,77.37,77.37,0.6,0.6,76.78,76.78,77.37→0.60 (Δ=76.78),77.37→0.60 (Δ=76.78),65.85,253.98
2323,223608.48,-5.9768,21.7682,79.77,79.77,1.8,1.8,77.97,77.97,79.77→1.80 (Δ=77.97),79.77→1.80 (Δ=77.97),65.85,253.98
2324,222749.74,-5.6443,21.7904,78.04,78.04,0.07,0.07,77.97,77.97,78.04→0.07 (Δ=77.97),78.04→0.07 (Δ=77.97),65.85,253.98
2325,223063.71,-5.2339,22.1186,78.07,78.07,0.1,0.1,77.97,77.97,78.07→0.10 (Δ=77.97),78.07→0.10 (Δ=77.97),65.85,253.98
2326,222436.86,-4.7327,21.9789,77.42,77.42,0.54,0.54,76.88,76.88,77.42→0.54 (Δ=76.88),77.42→0.54 (Δ=76.88),65.85,253.98
2327,222209.09,-4.8244,22.2408,78.85,78.85,0.89,0.89,77.97,77.97,78.85→0.89 (Δ=77.97),78.85→0.89 (Δ=77.97),65.85,253.98
2328,221870.94,-4.3993,22.1391,77.21,77.21,0.75,0.75,76.46,76.46,77.21→0.75 (Δ=76.46),77.21→0.75 (Δ=76.46),65.85,253.98
2329,221044.76,-4.6798,22.2145,79.66,79.66,1.69,1.69,77.97,77.97,79.66→1.69 (Δ=77.97),79.66→1.69 (Δ=77.97),65.85,253.98
2330,220314.52,-4.4362,22.0688,78.89,78.89,0.92,0.92,77.97,77.97,78.89→0.92 (Δ=77.97),78.89→0.92 (Δ=77.97),65.85,253.98
2331,220745.01,-4.7908,21.9989,78.71,78.71,0.75,0.75,77.97,77.97,78.71→0.75 (Δ=77.97),78.71→0.75 (Δ=77.97),65.85,253.98
2332,220472.18,-4.6748,22.1849,77.16,77.16,0.81,0.81,76.35,76.35,77.16→0.81 (Δ=76.35),77.16→0.81 (Δ=76.35),65.85,253.98
2333,220078.93,-4.5824,22.2565,78.78,78.78,0.81,0.81,77.97,77.97,78.78→0.81 (Δ=77.97),78.78→0.81 (Δ=77.97),65.85,253.98
2334,220242.87,-5.4196,22.4243,79.4,79.4,1.43,1.43,77.97,77.97,79.40→1.43 (Δ=77.97),79.40→1.43 (Δ=77.97),65.85,253.98
2335,220410.95,-4.8156,22.332,76.49,76.49,1.48,1.48,75.01,75.01,76.49→1.48 (Δ=75.01),76.49→1.48 (Δ=75.01),65.85,253.98
2336,220917.97,-4.8114,22.3138,78.49,78.49,0.53,0.53,77.97,77.97,78.49→0.53 (Δ=77.97),78.49→0.53 (Δ=77.97),65.85,253.98
2337,220636.97,-5.425,22.2046,77.69,77.69,0.28,0.28,77.41,77.41,77.69→0.28 (Δ=77.41),77.69→0.28 (Δ=77.41),65.85,253.98
2338,221061.9,-5.2377,22.3706,77.73,77.73,0.23,0.23,77.5,77.5,77.73→0.23 (Δ=77.50),77.73→0.23 (Δ=77.50),65.85,253.98
2339,221027.85,-5.1189,22.0499,77.69,77.69,0.28,0.28,77.41,77.41,77.69→0.28 (Δ=77.41),77.69→0.28 (Δ=77.41),65.85,253.98
2340,220758.9,-5.0076,22.0717,78.28,78.28,0.31,0.31,77.97,77.97,78.28→0.31 (Δ=77.97),78.28→0.31 (Δ=77.97),65.85,253.98
2341,221317.66,-4.854,21.8585,78.36,78.36,0.39,0.39,77.97,77.97,78.36→0.39 (Δ=77.97),78.36→0.39 (Δ=77.97),65.85,253.98
2342,220973.47,-5.249,22.0132,78.38,78.38,0.42,0.42,77.97,77.97,78.38→0.42 (Δ=77.97),78.38→0.42 (Δ=77.97),65.85,253.98
2343,221313.39,-4.3976,22.2472,78.45,78.45,0.49,0.49,77.97,77.97,78.45→0.49 (Δ=77.97),78.45→0.49 (Δ=77.97),65.85,253.98
2344,221786.36,-5.5438,22.6285,77.9,77.9,0.07,0.07,77.83,77.83,77.90→0.07 (Δ=77.83),77.90→0.07 (Δ=77.83),65.85,253.98
2345,220800.1,-5.0437,22.2517,79.22,79.22,1.25,1.25,77.97,77.97,79.22→1.25 (Δ=77.97),79.22→1.25 (Δ=77.97),65.85,253.98
2346,221288.09,-5.8557,22.5042,77.83,77.83,0.13,0.13,77.7,77.7,77.83→0.13 (Δ=77.70),77.83→0.13 (Δ=77.70),65.85,253.98
2347,223035.48,-5.763,22.2343,77.06,77.06,0.91,0.91,76.15,76.15,77.06→0.91 (Δ=76.15),77.06→0.91 (Δ=76.15),65.85,253.98
2348,223449.88,-6.3972,21.7083,79.03,79.03,1.06,1.06,77.97,77.97,79.03→1.06 (Δ=77.97),79.03→1.06 (Δ=77.97),65.85,253.98
2349,223903.13,-5.3572,21.9223,77.8,77.8,0.16,0.16,77.64,77.64,77.80→0.16 (Δ=77.64),77.80→0.16 (Δ=77.64),65.85,253.98
2350,225292.83,-5.8034,21.89,77.25,77.25,0.72,0.72,76.54,76.54,77.25→0.72 (Δ=76.54),77.25→0.72 (Δ=76.54),65.85,253.98
2351,224214.91,-5.5044,22.0342,79.36,79.36,1.39,1.39,77.97,77.97,79.36→1.39 (Δ=77.97),79.36→1.39 (Δ=77.97),65.85,253.98
2352,225177.35,-5.1422,22.0697,77.07,77.07,0.9,0.9,76.17,76.17,77.07→0.90 (Δ=76.17),77.07→0.90 (Δ=76.17),65.85,253.98
2353,224862.51,-4.9619,21.703,78.33,78.33,0.36,0.36,77.97,77.97,78.33→0.36 (Δ=77.97),78.33→0.36 (Δ=77.97),65.85,253.98
2354,225227.17,-4.8178,21.8735,78.35,78.35,0.38,0.38,77.97,77.97,78.35→0.38 (Δ=77.97),78.35→0.38 (Δ=77.97),65.85,253.98
2355,224643.44,-4.9968,22.0436,77.68,77.68,0.29,0.29,77.39,77.39,77.68→0.29 (Δ=77.39),77.68→0.29 (Δ=77.39),65.85,253.98
2356,223884.65,-4.1101,21.7626,77.68,77.68,0.29,0.29,77.39,77.39,77.68→0.29 (Δ=77.39),77.68→0.29 (Δ=77.39),65.85,253.98
2357,223336.75,-4.648,22.2182,79.71,79.71,1.74,1.74,77.97,77.97,79.71→1.74 (Δ=77.97),79.71→1.74 (Δ=77.97),65.85,253.98
2358,223502.68,-4.2286,22.3163,78.34,78.34,0.38,0.38,77.97,77.97,78.34→0.38 (Δ=77.97),78.34→0.38 (Δ=77.97),65.85,253.98
2359,222142.68,-4.8974,22.4028,79.77,79.77,1.8,1.8,77.97,77.97,79.77→1.80 (Δ=77.97),79.77→1.80 (Δ=77.97),65.85,253.98
2360,221717.47,-4.7,22.276,78.89,78.89,0.93,0.93,77.97,77.97,78.89→0.93 (Δ=77.97),78.89→0.93 (Δ=77.97),65.85,253.98
2361,220522.71,-4.6314,22.2823,79.63,79.63,1.67,1.67,77.97,77.97,79.63→1.67 (Δ=77.97),79.63→1.67 (Δ=77.97),65.85,253.98
2362,219843.55,-5.1986,22.5065,78.29,78.29,0.32,0.32,77.97,77.97,78.29→0.32 (Δ=77.97),78.29→0.32 (Δ=77.97),65.85,253.98
2363,219770.75,-5.5954,22.4504,76.3,76.3,1.67,1.67,74.64,74.64,76.30→1.67 (Δ=74.64),76.30→1.67 (Δ=74.64),65.85,253.98
2364,219346.01,-5.1745,22.0472,79.1,79.1,1.13,1.13,77.97,77.97,79.10→1.13 (Δ=77.97),79.10→1.13 (Δ=77.97),65.85,253.98
2365,219176.26,-5.2757,21.8643,79.24,79.24,1.27,1.27,77.97,77.97,79.24→1.27 (Δ=77.97),79.24→1.27 (Δ=77.97),65.85,253.98
2366,219374.37,-5.288,21.8144,79.29,79.29,1.32,1.32,77.97,77.97,79.29→1.32 (Δ=77.97),79.29→1.32 (Δ=77.97),65.85,253.98
2367,219481.24,-5.375,21.753,78.59,78.59,0.62,0.62,77.97,77.97,78.59→0.62 (Δ=77.97),78.59→0.62 (Δ=77.97),65.85,253.98
2368,219799.88,-5.2758,22.1365,79.5,79.5,1.53,1.53,77.97,77.97,79.50→1.53 (Δ=77.97),79.50→1.53 (Δ=77.97),65.85,253.98
2369,220345.2,-4.6387,22.1567,78.37,78.37,0.4,0.4,77.97,77.97,78.37→0.40 (Δ=77.97),78.37→0.40 (Δ=77.97),65.85,253.98
2370,220012.77,-4.5263,22.2473,78.78,78.78,0.81,0.81,77.97,77.97,78.78→0.81 (Δ=77.97),78.78→0.81 (Δ=77.97),65.85,253.98
2371,219449.59,-4.2126,21.7963,79.23,79.23,1.27,1.27,77.97,77.97,79.23→1.27 (Δ=77.97),79.23→1.27 (Δ=77.97),65.85,253.98
2372,219742.82,-4.7285,21.871,78.24,78.24,0.27,0.27,77.97,77.97,78.24→0.27 (Δ=77.97),78.24→0.27 (Δ=77.97),65.85,253.98
2373,218692.38,-4.3654,22.1269,78.7,78.7,0.74,0.74,77.97,77.97,78.70→0.74 (Δ=77.97),78.70→0.74 (Δ=77.97),65.85,253.98
2374,218621.39,-4.3484,22.0059,77.39,77.39,0.58,0.58,76.81,76.81,77.39→0.58 (Δ=76.81),77.39→0.58 (Δ=76.81),65.85,253.98
2375,219076.64,-4.2644,21.6831,79.36,79.36,1.39,1.39,77.97,77.97,79.36→1.39 (Δ=77.97),79.36→1.39 (Δ=77.97),65.85,253.98
2376,219483.24,-5.0777,21.6602,78.9,78.9,0.94,0.94,77.97,77.97,78.90→0.94 (Δ=77.97),78.90→0.94 (Δ=77.97),65.85,253.98
2377,219528.02,-5.6382,21.9203,77.64,77.64,0.33,0.33,77.31,77.31,77.64→0.33 (Δ=77.31),77.64→0.33 (Δ=77.31),65.85,253.98
2378,219263.73,-5.3609,21.7319,76.72,76.72,1.25,1.25,75.48,75.48,76.72→1.25 (Δ=75.48),76.72→1.25 (Δ=75.48),65.85,253.98
2379,220086.36,-5.8328,21.7373,78.43,78.43,0.47,0.47,77.97,77.97,78.43→0.47 (Δ=77.97),78.43→0.47 (Δ=77.97),65.85,253.98
2380,220275.48,-5.8941,21.5205,77.3,77.3,0.67,0.67,76.64,76.64,77.30→0.67 (Δ=76.64),77.30→0.67 (Δ=76.64),65.85,253.98
2381,220922.17,-5.7925,21.6314,76.75,76.75,1.22,1.22,75.52,75.52,76.75→1.22 (Δ=75.52),76.75→1.22 (Δ=75.52),65.85,253.98
2382,221776.34,-5.8005,21.8782,78.15,78.15,0.18,0.18,77.97,77.97,78.15→0.18 (Δ=77.97),78.15→0.18 (Δ=77.97),65.85,253.98
2383,221365.66,-6.1371,21.9157,79.38,79.38,1.42,1.42,77.97,77.97,79.38→1.42 (Δ=77.97),79.38→1.42 (Δ=77.97),65.85,253.98
2384,221621.24,-5.6004,21.6523,79.06,79.06,1.09,1.09,77.97,77.97,79.06→1.09 (Δ=77.97),79.06→1.09 (Δ=77.97),65.85,253.98
2385,221709.57,-5.0122,21.8795,77.08,77.08,0.88,0.88,76.2,76.2,77.08→0.88 (Δ=76.20),77.08→0.88 (Δ=76.20),65.85,253.98
2386,221858.02,-5.2102,22.0002,78.47,78.47,0.5,0.5,77.97,77.97,78.47→0.50 (Δ=77.97),78.47→0.50 (Δ=77.97),65.85,253.98
2387,221718.97,-4.9038,21.7809,79.71,79.71,1.74,1.74,77.97,77.97,79.71→1.74 (Δ=77.97),79.71→1.74 (Δ=77.97),65.85,253.98
2388,221495.59,-5.1131,21.9034,78.34,78.34,0.37,0.37,77.97,77.97,78.34→0.37 (Δ=77.97),78.34→0.37 (Δ=77.97),65.85,253.98
2389,221087.73,-4.7081,21.8636,79.17,79.17,1.2,1.2,77.97,77.97,79.17→1.20 (Δ=77.97),79.17→1.20 (Δ=77.97),65.85,253.98
2390,220566.0,-5.1749,21.8556,79.13,79.13,1.16,1.16,77.97,77.97,79.13→1.16 (Δ=77.97),79.13→1.16 (Δ=77.97),65.85,253.98
2391,220059.5,-5.3165,21.6693,78.01,78.01,0.04,0.04,77.97,77.97,78.01→0.04 (Δ=77.97),78.01→0.04 (Δ=77.97),65.85,253.98
2392,219730.54,-5.1268,21.3012,79.03,79.03,1.06,1.06,77.97,77.97,79.03→1.06 (Δ=77.97),79.03→1.06 (Δ=77.97),65.85,253.98
2393,219579.03,-5.7179,21.425,79.73,79.73,1.77,1.77,77.97,77.97,79.73→1.77 (Δ=77.97),79.73→1.77 (Δ=77.97),65.85,253.98
2394,220312.71,-5.2392,21.5953,78.94,78.94,0.97,0.97,77.97,77.97,78.94→0.97 (Δ=77.97),78.94→0.97 (Δ=77.97),65.85,253.98
2395,220085.69,-5.3183,21.4587,76.62,76.62,1.35,1.35,75.28,75.28,76.62→1.35 (Δ=75.28),76.62→1.35 (Δ=75.28),65.85,253.98
2396,220033.94,-5.9588,21.4861,77.59,77.59,0.38,0.38,77.21,77.21,77.59→0.38 (Δ=77.21),77.59→0.38 (Δ=77.21),65.85,253.98
2397,220535.3,-5.3623,21.4781,77.98,77.98,0.01,0.01,77.97,77.97,77.98→0.01 (Δ=77.97),77.98→0.01 (Δ=77.97),65.85,253.98
2398,221346.9,-5.6184,21.1127,77.91,77.91,0.05,0.05,77.86,77.86,77.91→0.05 (Δ=77.86),77.91→0.05 (Δ=77.86),65.85,253.98
2399,221231.37,-5.8843,21.414,77.25,77.25,0.72,0.72,76.53,76.53,77.25→0.72 (Δ=76.53),77.25→0.72 (Δ=76.53),65.85,253.98
2400,221238.12,-4.9863,21.2561,78.24,78.24,0.27,0.27,77.97,77.97,78.24→0.27 (Δ=77.97),78.24→0.27 (Δ=77.97),65.85,253.98
2401,221810.99,-5.5158,21.2145,79.35,79.35,1.38,1.38,77.97,77.97,79.35→1.38 (Δ=77.97),79.35→1.38 (Δ=77.97),65.85,253.98
2402,221253.93,-5.2623,21.2998,78.03,78.03,0.06,0.06,77.97,77.97,78.03→0.06 (Δ=77.97),78.03→0.06 (Δ=77.97),65.85,253.98
2403,221081.16,-5.2591,21.4162,78.79,78.79,0.82,0.82,77.97,77.97,78.79→0.82 (Δ=77.97),78.79→0.82 (Δ=77.97),65.85,253.98
2404,221086.14,-5.7105,21.7457,79.05,79.05,1.08,1.08,77.97,77.97,79.05→1.08 (Δ=77.97),79.05→1.08 (Δ=77.97),65.85,253.98
2405,221140.01,-5.8235,21.9825,79.66,79.66,1.69,1.69,77.97,77.97,79.66→1.69 (Δ=77.97),79.66→1.69 (Δ=77.97),65.85,253.98
2406,220966.08,-6.2806,22.102,78.68,78.68,0.71,0.71,77.97,77.97,78.68→0.71 (Δ=77.97),78.68→0.71 (Δ=77.97),65.85,253.98
2407,222172.51,-5.9885,22.2947,77.53,77.53,0.44,0.44,77.1,77.1,77.53→0.44 (Δ=77.10),77.53→0.44 (Δ=77.10),65.85,253.98
2408,222780.66,-5.6135,22.4579,79.85,79.85,1.88,1.88,77.97,77.97,79.85→1.88 (Δ=77.97),79.85→1.88 (Δ=77.97),65.85,253.98
2409,223786.54,-6.3627,22.1638,79.04,79.04,1.07,1.07,77.97,77.97,79.04→1.07 (Δ=77.97),79.04→1.07 (Δ=77.97),65.85,253.98
2410,224939.64,-5.8075,21.7853,78.65,78.65,0.68,0.68,77.97,77.97,78.65→0.68 (Δ=77.97),78.65→0.68 (Δ=77.97),65.85,253.98
2411,225518.36,-5.3335,21.6029,78.16,78.16,0.19,0.19,77.97,77.97,78.16→0.19 (Δ=77.97),78.16→0.19 (Δ=77.97),65.85,253.98
2412,226154.79,-4.6968,21.4712,79.1,79.1,1.13,1.13,77.97,77.97,79.10→1.13 (Δ=77.97),79.10→1.13 (Δ=77.97),65.85,253.98
2413,225095.83,-5.1555,21.5816,78.02,78.02,0.05,0.05,77.97,77.97,78.02→0.05 (Δ=77.97),78.02→0.05 (Δ=77.97),65.85,253.98
2414,225693.45,-4.4787,21.4565,77.7,77.7,0.27,0.27,77.43,77.43,77.70→0.27 (Δ=77.43),77.70→0.27 (Δ=77.43),65.85,253.98
2415,225585.4,-4.9741,21.5046,78.06,78.06,0.1,0.1,77.97,77.97,78.06→0.10 (Δ=77.97),78.06→0.10 (Δ=77.97),65.85,253.98
2416,224897.64,-4.5715,21.4977,78.73,78.73,0.77,0.77,77.97,77.97,78.73→0.77 (Δ=77.97),78.73→0.77 (Δ=77.97),65.85,253.98
2417,224466.1,-4.8832,21.5638,77.76,77.76,0.2,0.2,77.56,77.56,77.76→0.20 (Δ=77.56),77.76→0.20 (Δ=77.56),65.85,253.98
2418,223534.92,-4.7909,21.5842,78.92,78.92,0.96,0.96,77.97,77.97,78.92→0.96 (Δ=77.97),78.92→0.96 (Δ=77.97),65.85,253.98
2419,223278.42,-4.6616,21.7704,78.64,78.64,0.68,0.68,77.97,77.97,78.64→0.68 (Δ=77.97),78.64→0.68 (Δ=77.97),65.85,253.98
2420,222807.27,-4.9168,21.439,78.36,78.36,0.39,0.39,77.97,77.97,78.36→0.39 (Δ=77.97),78.36→0.39 (Δ=77.97),65.85,253.98
2421,221528.49,-5.2328,22.133,78.84,78.84,0.87,0.87,77.97,77.97,78.84→0.87 (Δ=77.97),78.84→0.87 (Δ=77.97),65.85,253.98
2422,221204.11,-5.4111,21.9237,79.96,79.96,1.99,1.99,77.97,77.97,79.96→1.99 (Δ=77.97),79.96→1.99 (Δ=77.97),65.85,253.98
2423,221328.41,-5.5428,22.1697,79.53,79.53,1.56,1.56,77.97,77.97,79.53→1.56 (Δ=77.97),79.53→1.56 (Δ=77.97),65.85,253.98
2424,220783.53,-5.9317,22.2279,79.83,79.83,1.86,1.86,77.97,77.97,79.83→1.86 (Δ=77.97),79.83→1.86 (Δ=77.97),65.85,253.98
2425,221723.99,-6.032,22.4408,78.82,78.82,0.85,0.85,77.97,77.97,78.82→0.85 (Δ=77.97),78.82→0.85 (Δ=77.97),65.85,253.98
2426,221435.71,-5.5907,22.3442,79.94,79.94,1.97,1.97,77.97,77.97,79.94→1.97 (Δ=77.97),79.94→1.97 (Δ=77.97),65.85,253.98
2427,221361.56,-5.5309,22.3556,78.67,78.67,0.7,0.7,77.97,77.97,78.67→0.70 (Δ=77.97),78.67→0.70 (Δ=77.97),65.85,253.98
2428,221407.19,-5.48,22.5515,79.59,79.59,1.62,1.62,77.97,77.97,79.59→1.62 (Δ=77.97),79.59→1.62 (Δ=77.97),65.85,253.98
2429,221677.39,-5.403,22.3512,78.27,78.27,0.3,0.3,77.97,77.97,78.27→0.30 (Δ=77.97),78.27→0.30 (Δ=77.97),65.85,253.98
2430,221729.85,-5.6115,22.5584,79.25,79.25,1.28,1.28,77.97,77.97,79.25→1.28 (Δ=77.97),79.25→1.28 (Δ=77.97),65.85,253.98
2431,221530.22,-5.9151,22.5857,78.71,78.71,0.74,0.74,77.97,77.97,78.71→0.74 (Δ=77.97),78.71→0.74 (Δ=77.97),65.85,253.98
2432,221193.07,-5.6103,22.5745,78.77,78.77,0.8,0.8,77.97,77.97,78.77→0.80 (Δ=77.97),78.77→0.80 (Δ=77.97),65.85,253.98
2433,221076.12,-5.6842,22.6124,78.35,78.35,0.38,0.38,77.97,77.97,78.35→0.38 (Δ=77.97),78.35→0.38 (Δ=77.97),65.85,253.98
2434,221649.86,-6.0553,23.2361,78.19,78.19,0.23,0.23,77.97,77.97,78.19→0.23 (Δ=77.97),78.19→0.23 (Δ=77.97),65.85,253.98
2435,221809.79,-6.7839,23.1248,77.04,77.04,0.93,0.93,76.11,76.11,77.04→0.93 (Δ=76.11),77.04→0.93 (Δ=76.11),65.85,253.98
2436,222036.82,-6.9385,23.1725,78.41,78.41,0.44,0.44,77.97,77.97,78.41→0.44 (Δ=77.97),78.41→0.44 (Δ=77.97),65.85,253.98
2437,222662.17,-7.2376,22.806,80.24,80.24,2.27,2.27,77.97,77.97,80.24→2.27 (Δ=77.97),80.24→2.27 (Δ=77.97),65.85,253.98
2438,224127.72,-6.6286,22.8761,77.97,77.97,0.0,0.0,77.97,77.97,77.97→0.00 (Δ=77.97),77.97→0.00 (Δ=77.97),65.85,253.98
2439,224295.92,-5.9192,22.9633,77.37,77.37,0.6,0.6,76.77,76.77,77.37→0.60 (Δ=76.77),77.37→0.60 (Δ=76.77),65.85,253.98
2440,225135.28,-5.6666,22.7738,79.52,79.52,1.55,1.55,77.97,77.97,79.52→1.55 (Δ=77.97),79.52→1.55 (Δ=77.97),65.85,253.98
2441,225367.18,-5.5209,22.7441,79.7,79.7,1.74,1.74,77.97,77.97,79.70→1.74 (Δ=77.97),79.70→1.74 (Δ=77.97),65.85,253.98
2442,225987.05,-5.3312,23.0037,77.77,77.77,0.2,0.2,77.58,77.58,77.77→0.20 (Δ=77.58),77.77→0.20 (Δ=77.58),65.85,253.98
2443,225603.34,-5.6171,22.8355,78.16,78.16,0.19,0.19,77.97,77.97,78.16→0.19 (Δ=77.97),78.16→0.19 (Δ=77.97),65.85,253.98
2444,224652.46,-5.2389,22.9867,79.67,79.67,1.71,1.71,77.97,77.97,79.67→1.71 (Δ=77.97),79.67→1.71 (Δ=77.97),65.85,253.98
2445,225358.26,-4.9295,22.4326,78.5,78.5,0.53,0.53,77.97,77.97,78.50→0.53 (Δ=77.97),78.50→0.53 (Δ=77.97),65.85,253.98
2446,223583.91,-4.4647,22.4759,77.51,77.51,0.45,0.45,77.06,77.06,77.51→0.45 (Δ=77.06),77.51→0.45 (Δ=77.06),65.85,253.98
2447,222991.45,-4.8759,23.0117,77.39,77.39,0.58,0.58,76.82,76.82,77.39→0.58 (Δ=76.82),77.39→0.58 (Δ=76.82),65.85,253.98
2448,222759.36,-4.4745,22.7565,78.38,78.38,0.41,0.41,77.97,77.97,78.38→0.41 (Δ=77.97),78.38→0.41 (Δ=77.97),65.85,253.98
2449,221836.84,-4.8634,22.6936,78.9,78.9,0.94,0.94,77.97,77.97,78.90→0.94 (Δ=77.97),78.90→0.94 (Δ=77.97),65.85,253.98
2450,220936.22,-5.5029,22.957,79.63,79.63,1.67,1.67,77.97,77.97,79.63→1.67 (Δ=77.97),79.63→1.67 (Δ=77.97),65.85,253.98
2451,219876.84,-5.6958,22.6339,77.23,77.23,0.73,0.73,76.5,76.5,77.23→0.73 (Δ=76.50),77.23→0.73 (Δ=76.50),65.85,253.98
2452,219556.83,-6.0316,22.8778,78.63,78.63,0.67,0.67,77.97,77.97,78.63→0.67 (Δ=77.97),78.63→0.67 (Δ=77.97),65.85,253.98
2453,219154.55,-6.2929,22.5958,77.16,77.16,0.81,0.81,76.35,76.35,77.16→0.81 (Δ=76.35),77.16→0.81 (Δ=76.35),65.85,253.98
2454,220070.89,-5.9353,22.4856,78.19,78.19,0.22,0.22,77.97,77.97,78.19→0.22 (Δ=77.97),78.19→0.22 (Δ=77.97),65.85,253.98
2455,219826.14,-6.319,22.505,78.2,78.2,0.23,0.23,77.97,77.97,78.20→0.23 (Δ=77.97),78.20→0.23 (Δ=77.97),65.85,253.98
2456,219813.97,-6.2377,22.8038,79.28,79.28,1.31,1.31,77.97,77.97,79.28→1.31 (Δ=77.97),79.28→1.31 (Δ=77.97),65.85,253.98
2457,220290.03,-6.2771,22.7959,78.3,78.3,0.34,0.34,77.97,77.97,78.30→0.34 (Δ=77.97),78.30→0.34 (Δ=77.97),65.85,253.98
2458,220095.92,-5.204,22.6481,79.55,79.55,1.58,1.58,77.97,77.97,79.55→1.58 (Δ=77.97),79.55→1.58 (Δ=77.97),65.85,253.98
2459,219948.51,-5.6672,22.8406,78.54,78.54,0.57,0.57,77.97,77.97,78.54→0.57 (Δ=77.97),78.54→0.57 (Δ=77.97),65.85,253.98
